age_group,menu_seq,menu_name,topic,content_type,buyers,revenue_krw,price_amount,open_date,is_open,is_stop_selling
26-35,45625,내 사주에 결혼? 필수 vs 선택,결혼,사주,87,1717200.0,21000,2024-12-18 15:00:00+00,true,false
26-35,29192,바람기 잡는 법: 그 사람 사주의 바람기,연애,사주,87,1742700.0,21000,2023-05-30 16:00:00+00,true,false
26-35,16651,장거리 연애 괜찮을까?,연애,타로,86,64350.0,1500,2020-02-25 15:00:00+00,true,false
26-35,26242,(추천할인) D-DAY 재회 타로: 다시 만날 수 있을까?,연애,타로,85,665100.0,18000,,false,false
26-35,18637,헤어진 사람 언제 잊을 수 있을까?,연애,타로,85,379800.0,9000,2020-07-23 04:30:00+00,true,false
26-35,19010,👀후방주의: 스킨십 궁합 패키지,연애,사주,84,1966650.0,30000,2021-06-09 15:00:00+00,true,false
26-35,17806,운명의 상대 공략법,연애,사주,84,350100.0,9000,2020-04-28 15:00:00+00,true,false
26-35,50509,[특별할인] 내 팔자에 새겨진 천년배필,연애,사주,83,1402200.0,21000,,false,false
26-35,19918,이번 달 우리 사이 어떨까?,연애,타로,83,399900.0,9000,2022-03-02 15:00:00+00,true,false
26-35,2273,전생 알아보기,자기탐구,점성학,82,94500.0,1500,,true,false
26-35,22164,사업운 vs 직장운: 경제적 자유 누리는 법,학업직업,사주,82,1326000.0,18000,2022-08-02 15:00:00+00,true,false
26-35,16816,이름풀이 - 운명과 주의할 점,일반운세,사주,82,1062750.0,10500,2020-03-11 15:00:00+00,true,false
26-35,21144,(추천할인) 짝사랑 이루어질까?,연애,타로,80,619350.0,9000,,false,false
26-35,18709,"그때 그 느낌, 혹시 시그널이었을까?",연애,타로,80,622500.0,6000,2020-09-28 15:00:00+00,true,false
26-35,19060,다음 달엔 짝사랑 끝낼 수 있을까?,연애,타로,79,1064700.0,9000,2021-07-27 15:00:00+00,true,false
26-35,43348,[히든스킬] 내 사주에 연애 상대 몇 명 있을까?,연애,,79,1528200.0,24000,,false,false
26-35,25454,인생역전 3대운 풀이: 대운은 언제 들어올까?,일반운세,사주,78,1610400.0,21000,2023-02-07 15:00:00+00,true,false
26-35,49919,연애 무물 타로: 9카드 스프레드,연애,,77,1357650.0,27900,,false,false
26-35,60706,결혼 OX 진단: 우리 결혼해도 될까?,,,77,1382100.0,19500,2026-05-13 15:00:00+00,true,false
26-35,22795,사주팔자로 나의 성향 알아보기,일반운세,,77,103950.0,4500,,true,false
26-35,42327,[CRM할인] D-DAY 재회 타로: 다시 만날 수 있을까?,연애,타로,77,1177200.0,18000,,false,false
26-35,18702,내 사주로 연예인이 된다면?,일반운세,사주,76,64350.0,2000,2020-09-15 07:40:00+00,true,false
26-35,18659,사주로 보는 가족운,일반운세,사주,73,103950.0,3000,2020-08-12 15:00:00+00,true,false
26-35,16450,둘 중 누구를 선택해야 할까?,연애,타로,73,656400.0,9000,2020-01-13 15:00:00+00,true,false
26-35,28379,[2단계 이별 공식] 우리가 헤어진 '진짜' 이유,연애,타로,71,203850.0,7500,2023-05-22 15:00:00+00,true,false
26-35,17047,3개월 안에 취업할 수 있을까?,학업직업,타로,71,715500.0,10500,2020-03-17 15:00:00+00,true,false
26-35,19304,사주로 보는 내 타고난 결혼운(추천 할인),결혼,사주,71,1158150.0,18000,,false,false
26-35,41170,2025년 솔로 탈출 보고서,연애,타로,69,1176750.0,18000,2024-09-05 05:00:00+00,false,true
26-35,22327,내 운명 지금 어디 있을까?,연애,타로,68,949800.0,15000,2022-08-18 15:00:00+00,true,false
26-35,26271,내 인생의 귀인 + 운명의 인연은? [실사판],연애,사주,68,1900650.0,39000,2023-03-20 15:00:00+00,true,false
26-35,55129,연애 끊이지 않는 관상: 도화&홍염,연애,기타,67,373200.0,7500,2025-09-03 15:00:00+00,true,false
26-35,22195,사주로 보는 미래: 나는 언제 출세할까?,일반운세,사주,67,1199250.0,18750,2022-08-08 15:00:00+00,true,false
26-35,19176,그 사람을 유혹할 3번의 기회,연애,타로,67,529800.0,6000,2021-08-12 15:00:00+00,true,false
26-35,55361,[2인 할인] 2026년 신년운세 보고서,총운,,65,4098450.0,75000,,false,false
26-35,21040,타고난 부(富): 재물운과 평생 모을 재산은?,재물금전,사주,65,1085400.0,18000,,true,false
26-35,56647,2026년 커플 관계 보고서,연애,타로,64,1083150.0,18000,2025-11-12 15:00:00+00,true,false
26-35,43686,"[창광] 신년운세 통합본 ""2025년 을사년""",총운,사주,63,2922000.0,63000,2024-10-24 06:00:00+00,false,true
26-35,30280,그 사람의 진짜 감정은 뭘까?,연애,,62,624150.0,9000,2023-07-17 15:00:00+00,true,false
26-35,23087,오늘의 대박 지수: 금전운 풀이,재물금전,사주,62,59250.0,1500,2022-09-21 15:00:00+00,true,false
26-35,18933,인생 피는 필승 사주 : 내 인생 언제 필까? + 필승 개운법 일주 풀이,일반운세,사주,62,1446900.0,36000,2021-03-10 15:00:00+00,true,false
26-35,52258,[특별할인] 2025 을사년 하반기 애정운,연애,사주,61,891750.0,21750,,false,true
26-35,2466,반려동물과 나의 전생 관계,연애,타로,61,44550.0,1500,,true,false
26-35,20182,(추천할인) 내 인생 언제 필까? 3번의 기회,일반운세,사주,61,864150.0,18000,,false,false
26-35,19984,다음 달 우리 사이 어떨까?,연애,타로,61,320850.0,9000,2022-03-09 15:00:00+00,true,false
26-35,26212,타로 취업운: 이직해도 괜찮을까?,학업직업,타로,61,586350.0,18000,2023-03-19 15:00:00+00,true,false
26-35,18532,사내 연애해도 될까?,연애,타로,60,610200.0,10500,2020-07-10 15:00:00+00,true,false
26-35,21151,(추천할인) 헤어진 연인 붙잡을 수 있을까?,연애,타로,60,246300.0,9000,,false,false
26-35,43684,[창광] 25년 을사년 재물운과 문서운,재물금전,사주,59,703800.0,18000,2024-10-10 05:00:00+00,false,true
26-35,2203,사주로 보는 건강운,자기탐구,사주,59,82200.0,1500,2020-09-02 15:00:00+00,true,false
26-35,19127,그 사람 스킨십 스타일: 침대에서 더 행복한 법,연애,사주,58,198000.0,9000,2021-07-15 15:00:00+00,true,false
26-35,16443,다른 회사로 이직하면 어떨까?,학업직업,타로,58,589650.0,10500,2020-01-06 15:00:00+00,true,false
26-35,33654,절대로 결혼하면 안 되는 사람은?,결혼,사주,58,1482000.0,27000,2023-09-19 15:00:00+00,true,false
26-35,58990,"내 사주 자식복: 관계, 출세, 노후",가족자녀,사주,58,990450.0,19500,2026-02-19 15:00:00+00,true,false
26-35,21173,(추천할인) 좋아하는 그 사람의 속마음은?,연애,타로,57,213600.0,9000,,false,false
26-35,57109,[창광_26신년] 1개 구매자 추가 할인,총운,사주,57,2261850.0,66000,,false,false
26-35,18643,걔네 서로 좋아할까?,연애,타로,56,989250.0,6000,,true,false
26-35,24779,재회 타로: 우리가 헤어진 진짜 이유,연애,타로,55,918150.0,16500,2022-12-08 15:00:00+00,true,false
26-35,22690,일생 풀이: 천운과 타고난 복(福),일반운세,사주,55,1031250.0,21000,2022-08-28 15:00:00+00,true,false
26-35,28003,사주로 보는 미래 : 앞으로의 10년,일반운세,사주,54,1000050.0,21000,2023-05-11 03:13:00+00,true,false
26-35,16396,우리 사랑 깊어지려면?,연애,타로,54,496650.0,10500,2019-12-10 09:30:00+00,true,false
26-35,40048,사주로 보는 인생 그래프: 일생풀이,일반운세,사주,54,1825200.0,39000,2024-04-10 15:00:00+00,true,false
26-35,46483,"💵 재물운 분석 완결판: 부업, 재테크, 귀인",재물금전,사주,54,837450.0,17250,2025-01-15 15:00:00+00,true,false
26-35,18726,그 사람과 왜 헤어지게 된 걸까?,연애,,53,185700.0,7500,2021-01-15 02:25:00+00,true,false
26-35,49920,연애 무물 타로: 10카드 스프레드,연애,,53,1047450.0,28950,,false,false
26-35,18400,나는 지금 상승세 vs 하락세?,일반운세,타로,53,532500.0,9000,2020-06-25 15:00:00+00,true,false
26-35,39332,(업셀링_판밍밍) 재회 코칭 프리패스,연애,기타,53,605250.0,12000,,false,false
26-35,19217,나는 어떤 사람과 결혼하게 될까?,연애,타로,52,500400.0,9000,,true,false
26-35,25839,내 사주의 인생 2막 언제 올까?,일반운세,사주,52,437250.0,19500,2023-02-19 15:00:00+00,true,false
26-35,19177,이번 달엔 짝사랑 끝낼 수 있을까?,연애,타로,52,668250.0,9000,2021-08-03 15:00:00+00,true,false
26-35,56086,{{이름}}님 관상에 보이는 결혼수: 상대 & 시기,결혼,기타,51,304800.0,7500,2025-10-16 15:00:00+00,true,false
26-35,31336,인생 역전의 비밀: 내 사주의 주목할 운명(運命)은?,일반운세,사주,51,1068750.0,27000,2023-07-13 15:00:00+00,true,false
26-35,52891,👇여기서만 할인👇 도화살로 보는 연애운 전성기,연애,사주,49,703050.0,19500,,false,false
26-35,26057,사주 작명과 길일: 우리 아이 어떤 이름이 좋을까?,가족자녀,사주,49,2065050.0,42000,2023-03-06 15:00:00+00,true,false
26-35,22564,심층 궁합: 그 사람과 사귀면 어떨까?,연애,타로,49,776250.0,15000,2022-08-21 15:00:00+00,true,false
26-35,26245,(추천할인) 1년 뒤 그 사람과 무슨 사이일까?,연애,타로,47,28050.0,3600,,false,false
26-35,2171,직장 동료와 잘 지내는 법,학업직업,타로,47,43200.0,1500,,true,false
26-35,23153,(추천 할인) D-DAY 타로: 솔로 탈출까지 며칠 남았을까?,연애,타로,47,646800.0,16500,,false,false
26-35,45526,"재물운 심층 분석: 30년 뒤, 상위 % 일까?",재물금전,사주,47,790650.0,18000,2024-12-11 15:00:00+00,true,false
26-35,40180,결혼 시뮬레이션 : 우리 2세 미리보기,결혼,사주,47,923400.0,21000,2024-05-01 15:00:00+00,true,false
26-35,2347,반려동물과 내 궁합,일반운세,타로,46,34350.0,1500,,true,false
26-35,28380,[3단계 재회 실전] 연락 그리고 타이밍,연애,타로,46,315600.0,9000,2023-06-01 15:00:00+00,true,false
26-35,41566,2025년 놓치면 안 될 3번의 기회,일반운세,사주,46,820500.0,21000,2024-09-19 15:00:00+00,false,true
26-35,56581,{{이름}}님 관상에 보이는 결혼수: 상대 & 시기_패키지,결혼,기타,45,656250.0,18750,,false,false
26-35,54040,독이 되는 관계: 11카드 스프레드,연애,,44,1200600.0,30000,,false,false
26-35,26009,"내 사주로 월 1,000만 원 버는 부업은?",재물금전,사주,44,844950.0,21000,2023-02-22 15:00:00+00,true,false
26-35,18701,사주로 보는 재테크 비법,재물금전,사주,44,82650.0,4500,2020-10-07 15:00:00+00,true,false
26-35,2417,사주로 보는 그 사람 연애 유형,연애,사주,44,304500.0,7500,2021-07-22 15:00:00+00,true,false
26-35,26090,나를 얼마나 좋아하고 있을까?,연애,,44,471750.0,9000,2023-03-13 15:00:00+00,true,false
26-35,2418,사주로 보는 내 타고난 결혼운,결혼,사주,41,640800.0,18000,2021-06-27 15:00:00+00,true,false
26-35,29193,내 사주 속 최고의 겉궁합 VS 속궁합 상대는?,연애,사주,41,741000.0,21000,2023-06-01 16:00:00+00,true,false
26-35,998,공황장애 진단,기타,진단,41,11100.0,900,,true,false
26-35,32961,사주팔자 : 타고난 내 운명의 짝은,연애,,41,159450.0,15000,2024-01-17 05:00:00+00,true,false
26-35,34952,손금으로 보는 결혼운 : 결혼하면 어떨까?,결혼,손금,41,1043850.0,31500,2023-11-19 15:00:00+00,true,false
26-35,23882,(추천할인) 내 운명 지금 어디 있을까?,연애,사주,41,589200.0,18000,,false,false
26-35,2262,내 연애 애착유형 분석,연애,진단,40,84150.0,4500,,true,false
26-35,30282,내 운이 트이는 동네는?(경기도 편),일반운세,사주,40,835200.0,24000,2023-06-23 03:12:12+00,true,false
26-35,35626,사업 vs 직장: 경제적 자유 누리는 법,학업직업,사주,40,585300.0,16500,2023-11-07 16:00:00+00,true,false
26-35,21139,(추천할인) 다음 연애 상대와의 궁합은?,연애,타로,39,144000.0,9000,,false,false
26-35,55426,도화홍염관상_진짜가짜관상 패키지,결혼,기타,39,574050.0,21000,,false,false
26-35,30055,"타로 직장운: 지금 고민, 풀리는 시기는?",학업직업,타로,39,662100.0,15000,2023-06-16 06:15:15+00,true,false
26-35,39553,"타고난 내 몸 살리는 ""사주 오행"" 다이어트 💪🏻",자기탐구,사주,39,510600.0,16500,,true,false
26-35,2222,ADHD 진단,기타,진단,39,16050.0,900,,true,false
26-35,52888,하반기 무물타로: 10카드 스프레드,기타,,38,744450.0,28950,,false,false
26-35,27326,내 사주의 가장 강한 복은 뭘까?,일반운세,사주,38,615750.0,21000,2023-04-26 15:00:00+00,true,false
26-35,22792,사주오행 활용: 내가 갑이 되는 연애법,연애,사주,38,692700.0,21000,2022-09-05 15:00:00+00,true,false
26-35,20054,반드시 잡아야 할 내 인생의 귀인은? (추천할인),일반운세,사주,37,480150.0,15000,,false,false
26-35,25337,(추천할인) 사주로 보는 그 사람의 속마음,연애,사주,37,578100.0,18000,,false,false
26-35,54010,독이되는 관계: 7카드 스프레드,연애,,37,801300.0,25800,,false,false
26-35,30379,"내 사주의 천지인(天地人): 천운과 미래의 집, 그리고 인연",연애,사주,37,775800.0,24000,,true,false
26-35,37876,손금 연애운: 솔로탈출 가능할까?,연애,손금,37,557250.0,18000,2024-01-22 15:00:00+00,true,false
26-35,39421,나는 결혼해야 좋은 팔자일까?,결혼,사주,37,683850.0,21000,2024-03-13 16:00:00+00,true,false
26-35,24870,내 운명의 인연 + 도화살 풀이,연애,사주,36,1154700.0,36900,2022-12-14 15:00:00+00,false,false
26-35,43877,[특별페이백] 사주로 보는 결혼 : 그 사람의 본심 👤,결혼,사주,36,692400.0,21000,,false,false
26-35,43284,[히든스킬] 그 사람과 나의 3가지 사주궁합,연애,사주,36,680850.0,27000,,false,false
26-35,32372,두근두근 소개팅 어떻게 될까?,연애,,36,8100.0,300,2023-08-07 15:00:00+00,true,false
26-35,24472,반드시 성공할 사업 분야와 기회는?,학업직업,사주,36,608250.0,18000,2022-11-21 15:00:00+00,true,false
26-35,2295,부모님이랑 왜 부딪칠까,일반운세,타로,35,20100.0,1500,,true,false
26-35,21145,(추천할인) 썸 어떻게 될까?,연애,타로,34,125550.0,9000,,false,false
26-35,20083,3개월안에애인생길까_추천할인,연애,타로,34,461550.0,13500,,false,false
26-35,2370,번아웃 증후군 진단,기타,진단,34,16050.0,900,,true,false
26-35,18664,내 사주는 부자 사주 vs 가난한 사주,재물금전,사주,33,789900.0,24000,2021-08-05 15:00:00+00,true,false
26-35,18601,내 인생의 귀인: 놓치면 안 될 한 사람,일반운세,타로,33,173700.0,12000,2020-07-07 10:48:00+00,true,false
26-35,30941,"(추천할인) 그 사람과 나는 미래에 친구일까, 연인일까?",연애,타로,33,247500.0,18000,,false,false
26-35,40749,난 누구랑 결혼할까? : 운명의 후보 TOP 2,결혼,점성학,32,561300.0,21000,2024-05-15 16:00:00+00,true,false
26-35,56251,신년 타로: 10카드,기타,,32,67050.0,2250,,false,false
26-35,22426,내 인생의 귀인 + 피해야 할 악인은?,일반운세,사주,32,870150.0,31500,2022-08-23 15:00:00+00,true,false
26-35,38469,"핵심 임신운👼🪽 이 달 내로의 임신가능성? (미혼, 기혼 모두 가능) 1카드, 1500자",가족자녀,,32,454050.0,14850,2024-02-13 15:00:00+00,true,false
26-35,21172,"(추천할인) 다가올 인연의 외모, 성격, 직업은?",연애,타로,31,101850.0,9000,,false,false
26-35,22987,다음 연애의 시작 | 새로운 인연,연애,,31,281400.0,18000,2022-12-01 15:00:00+00,true,false
26-35,26981,그 사람 나랑 사귀고 싶어할까?,연애,,30,237900.0,9000,2023-05-13 15:00:00+00,true,false
26-35,21149,(추천할인) 재회 가능성 있을까?,연애,타로,30,107100.0,9000,,false,false
26-35,37773,[학부모 필독 사주] 내 아이의 재능과 운명,가족자녀,사주,30,568050.0,21000,2024-01-24 16:00:00+00,true,false
26-35,59420,[추가 궁합 진단] 최고의 선택일까?: 결혼 궁합 진단,결혼,사주,30,229950.0,10500,,false,false
26-35,25133,내 사주의 투자운: 빠르게 부자 되는 법,재물금전,사주,30,233250.0,10500,2022-12-26 15:00:00+00,true,false
26-35,20183,내 운명의 상대(추천 할인),연애,사주,30,397950.0,15000,,false,false
26-35,20908,[타고난 궁합 사용자 전용] 그 사람과 나의 사주궁합,연애,사주,30,618750.0,21000,,false,false
26-35,30841,이번에 합격운 있을까?,학업직업,,30,71250.0,3600,2023-07-04 15:00:00+00,true,false
36-50,55360,2026년 신년운세 보고서,총운,사주,2411,8.26296E7,37500,2025-09-03 15:00:00+00,true,false
36-50,2141,그 사람의 속마음,연애,타로,1309,5599500.0,1500,,true,false
36-50,49255,내 팔자에 새겨진 천년배필,연애,사주,1166,2.286585E7,21000,2025-04-29 15:00:00+00,true,false
36-50,2166,그 사람과 나의 사주 궁합,연애,사주,823,1.69113E7,21000,2021-09-07 15:00:00+00,true,false
36-50,50014,2025년 하반기 운세 보고서,총운,사주,800,2.15175E7,31500,2025-05-28 15:00:00+00,false,true
36-50,44273,🔋질문권 충전 (3개),기타,,682,356250.0,3000,,false,false
36-50,57670,2026 병오년 운세: 사랑과 인연,연애,사주,650,1.14648E7,19500,2025-12-03 15:00:00+00,true,false
36-50,400,다시 만날 수 있을까,연애,타로,641,1694700.0,1500,,true,false
36-50,49816,재회 사주: 헤어져도 다시 만날 필연,연애,사주,624,1.50792E7,27000,2025-05-14 15:00:00+00,true,false
36-50,55723,2026년 솔로 탈출 시기,연애,사주,602,1.337595E7,24000,2025-09-25 15:00:00+00,true,false
36-50,50312,2025 을사년 하반기 애정운,연애,사주,580,1.12515E7,21750,2025-05-21 15:00:00+00,false,true
36-50,47704,삼신할매가 점지한 내 진짜 인연 VS 가짜 인연,연애,사주,577,1.089255E7,24000,,true,false
36-50,54701,[박향옥 철학관] 추가 질문 1개,결혼,사주,568,2840400.0,3000,,false,false
36-50,52621,{{이름}}님의 3번의 결정적 결혼수💍,결혼,사주,497,9369300.0,24000,2025-07-16 15:00:00+00,true,false
36-50,59089,내 운명 지도: 전국편,연애,사주,494,8871300.0,19500,2026-02-25 15:00:00+00,true,false
36-50,49882,그 사람의 숨겨진 진짜 속마음 💟,연애,타로,434,3213000.0,2250,2025-05-14 15:00:00+00,true,false
36-50,54668,결혼 사주 즉문즉답: 시기・상대・개운・팔자,결혼,사주,432,8243100.0,19500,2025-08-21 15:00:00+00,true,false
36-50,2505,지금 날 좋아하는 사람은?,연애,타로,425,1925100.0,1500,,true,false
36-50,57769,2026년 족집게 애정운 🌸,연애,사주,421,7743900.0,19500,2025-12-10 15:00:00+00,true,false
36-50,17212,그 사람이 연락을 안 하는 이유,연애,타로,395,943050.0,1500,2020-03-30 15:00:00+00,true,false
36-50,2236,전연인 어떻게 지낼까,연애,타로,385,915900.0,1500,,true,false
36-50,2142,재회확률 높이는 법,연애,타로,373,662250.0,1500,,true,false
36-50,2165,사주로 보는 재물운,재물금전,사주,371,512550.0,1500,,true,false
36-50,58462,내 사주 관운: 지금 직장 최선일까?,학업직업,사주,367,5981400.0,18000,2026-01-21 15:00:00+00,true,false
36-50,57373,2026 신년 직업・재물운: 커리어/연봉/부업・사업,재물금전,사주,361,6095850.0,19500,2025-11-19 15:00:00+00,true,false
36-50,31435,지금 날 간절히 원하는 사람 누구일까?,연애,타로,359,7474500.0,18000,2023-07-20 16:00:00+00,true,false
36-50,51565,2025년 하반기 솔로 탈출 시기,연애,사주,356,7005750.0,19500,2025-07-02 15:00:00+00,false,true
36-50,27376,결혼 OX 궁합: 이 사람과 결혼해도 될까?,결혼,사주,346,7061100.0,21000,2023-04-26 16:00:00+00,true,false
36-50,49519,임신운 풀이: 삼신할매가 점지한 우리 아가,가족자녀,사주,344,1.03323E7,31500,2025-05-08 15:00:00+00,true,false
36-50,48332,🪡6개월 내 반드시 만나게 될: 붉은 실 인연🧶,연애,타로,338,6152850.0,18750,2025-03-27 15:00:00+00,true,false
36-50,57010,2026 신년 애정운: 연애/재회/미혼/기혼,연애,사주,335,5633100.0,19500,2025-11-13 15:00:00+00,true,false
36-50,47935,재회OX궁합: 붙잡을 운명 vs 놓아줄 인연,연애,사주,330,7966800.0,27000,2025-03-12 15:00:00+00,true,false
36-50,23878,내 운명 지금 어디 있을까?,연애,사주,326,5669400.0,18000,2022-10-18 15:00:00+00,true,false
36-50,47506,"재회 사주, 속마음 타로: {{이름}}님은 n일 뒤 재회합니다",연애,타로,325,6319500.0,18000,2025-02-19 15:00:00+00,true,false
36-50,56516,[창광] 26년 병오년 직업운과 합격운,학업직업,사주,318,5740050.0,20250,2025-10-29 15:00:00+00,true,false
36-50,28894,재회 사주: 그 사람과 다시 만날 운명일까?,연애,사주,317,6972900.0,27000,2023-06-01 06:39:39+00,true,false
36-50,26805,그 사람과 나의 3가지 사주궁합,연애,사주,312,7514400.0,27000,2023-04-14 07:00:00+00,true,false
36-50,43117,내 사주의 사랑운: 연애만? 결혼까지!,연애,사주,308,5189100.0,18000,2024-08-15 16:00:00+00,true,false
36-50,1210,우리 얼마나 오래 갈까?,연애,타로,307,656400.0,1500,,true,false
36-50,55195,사주 살풀이: 타고난 살과 2026년의 살,일반운세,사주,302,5526000.0,21000,2025-09-10 15:00:00+00,true,false
36-50,57439,2026년에 찾아올 두 명의 인연,연애,사주,301,6958500.0,24000,2025-11-27 15:00:00+00,true,false
36-50,55789,2026 신년운세 즉문즉답: 애정・재물・직업・대운,연애,사주,299,7482600.0,28500,2025-09-18 15:00:00+00,true,false
36-50,56416,[창광] 26년 병오년 사랑운과 인연운,연애,사주,296,5138250.0,20250,2025-10-15 15:00:00+00,true,false
36-50,51301,사주+타로: 임신운 심층 분석,가족자녀,타로,291,8448000.0,31500,2025-06-19 15:00:00+00,true,false
36-50,42952,내 사주에 쓰인 운명의 배우자,연애,사주,290,4375350.0,18000,2024-08-07 15:00:00+00,true,false
36-50,56614,"[창광] 신년운세 통합본 ""2026년 병오년""",총운,사주,280,1.593645E7,66000,2025-11-05 15:00:00+00,true,false
36-50,21799,월지로 보는 인연: 배우자가 될 3명의 후보,연애,사주,279,4706100.0,18000,2025-02-06 15:00:00+00,true,false
36-50,523,결혼한다면 어떨까?,결혼,타로,278,250950.0,1500,,true,false
36-50,43416,[히든스킬] 내 사주의 연애와 결혼: 운명의 두 사람,연애,사주,273,3220950.0,18000,,false,false
36-50,56515,[창광] 26년 병오년 재물운과 문서운,재물금전,사주,264,4479750.0,20250,2025-10-22 15:00:00+00,true,false
36-50,58165,인연 찾기: 시기/상대/만나는 방법,연애,사주,263,4413600.0,19500,2026-01-07 15:00:00+00,true,false
36-50,48892,🩵하늘이 맺어준 혼인길 점괘🩵,결혼,사주,262,5351100.0,21000,2025-04-16 15:00:00+00,true,false
36-50,25978,D-DAY 재회 타로: 다시 만날 수 있을까?,연애,타로,248,4317300.0,18000,2023-03-08 15:00:00+00,true,false
36-50,18705,나는 결혼해도 되는 사주일까?,결혼,사주,242,687000.0,3000,2020-09-22 15:00:00+00,true,false
36-50,13663,어떤 사람과 사귈 운명일까?,연애,타로,230,346050.0,1500,,true,false
36-50,25297,사주로 보는 그 사람의 속마음,연애,사주,226,4457850.0,18000,2023-01-09 15:00:00+00,true,false
36-50,42660,"우리 커플 삼단궁합 : 연애궁합, 속궁합, 결혼궁합",연애,사주,221,5061600.0,27000,2024-07-26 02:00:01+00,true,false
36-50,57934,2026 신년 결혼운: 내 인생 최고의 배우자는?,결혼,사주,219,3643950.0,19500,2025-12-18 04:30:00+00,true,false
